ngapak,indonesia,contributor,source_type,source_detail,notes
ublek,mengaduk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubluk,jatuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubres,mendesak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ubrung,berkumpul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ucap,ucapan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ucek,menggosok,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uceng,ikan kecil,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ucik,ketus,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ucong,anak kecil,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ucul,lepas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udab,basah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udag,mendorong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udakara,kira-kira,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udalan,perjalanan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udan,hujan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udang,udang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udeg,pusing,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udek,memutar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udel,pusar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udeng,ikat kepala,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uder,berputar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udhar,terurai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udhes,cepat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udhul,muncul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udhup,hidup,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udu,bukan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
udud,merokok,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uga,juga,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ujar,berkata,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
umah/omah,rumah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
umbah-umbah,mencuci,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
umbel,mendidih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
umpet,sembunyi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
umuk,membual,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
untu,gigi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
upul-upul,pagi masih samar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uri-uri,melestarikan budaya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
urip,hidup,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
utawa,atau,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uwan,uban,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uyel-uyelan,desak-desakan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
uying-uyingen,kurus lama,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wadhah,tempat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wadhas,batu cadas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wadhéh,kesal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wadon,wanita,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wagu,tidak pantas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
waja,alat dapur logam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wakul,tempat nasi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
walang,belalang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
walik,balik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
waléh,mengaku / terus terang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wangsul,kembali,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wani,berani,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wareg,kenyang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
warni,warna,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wasis,pandai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wasuh,cuci,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wates,batas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
waton,patokan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
watu,batu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
watuk,batuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wayah,waktu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wedang,minuman,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wedhi,pasir,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wedhus,kambing,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wedi,takut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wegah,tidak mau,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wei,memberi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
weken,memberi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
weleh,pasrah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
weling,nasihat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
welut,belut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wengi,malam,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
werna,warna,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
weruh,melihat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
weruhna,mengetahui,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wetan,timur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
weteng,perut,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
weton,hari lahir menurut kalender jawa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wilangan,bilangan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wilujeng,selamat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
wingi,kemarin,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
